VIN,Trip,Make,Model,Version,Grade,Engine_Temperature,Battery_Voltage,Engine_Vibration,Mileage,Oil_Temperature,Coolant_Temperature,Engine_Load,RPM,Throttle_Position,Intake_Air_Temperature,Exhaust_Gas_Temperature,Fuel_Pressure
VIN00255,10,Mazda,Mazda3,2.5L,Grand Touring,103.89999999999999,13.08,5.4,9.36,115.4,118.5,58.900000000000006,5705,94.8,21.8,713.5,66.0
VIN00256,0,Mercedes,C200,1.5L Turbo,AMG Line,104.3,14.26,2.7,10.92,113.9,96.1,85.9,5032,77.8,21.1,442.6,91.2
VIN00256,1,Mercedes,C200,1.5L Turbo,AMG Line,109.39999999999999,14.52,2.79,10.19,123.2,105.6,72.5,972,76.5,15.3,467.5,95.7
VIN00256,2,Mercedes,C200,1.5L Turbo,AMG Line,100.89999999999999,14.51,1.7400000000000002,11.17,112.7,88.69999999999999,77.80000000000001,2015,90.2,13.900000000000002,465.20000000000005,88.10000000000001
VIN00256,3,Mercedes,C200,1.5L Turbo,AMG Line,110.39999999999999,14.959999999999999,2.25,11.87,114.0,105.6,97.5,3843,76.3,18.1,512.7,100.8
VIN00256,4,Mercedes,C200,1.5L Turbo,AMG Line,108.39999999999999,13.709999999999999,2.3600000000000003,10.88,116.2,93.8,95.80000000000001,2733,70.7,12.000000000000002,521.6,81.4
VIN00256,5,Mercedes,C200,1.5L Turbo,AMG Line,109.3,14.0,3.39,9.85,115.10000000000001,89.19999999999999,78.5,4331,67.5,28.0,494.6,97.60000000000001
VIN00256,6,Mercedes,C200,1.5L Turbo,AMG Line,97.6,13.82,3.6300000000000003,11.32,109.80000000000001,94.8,92.60000000000001,2708,65.7,17.8,480.40000000000003,95.3
VIN00256,7,Mercedes,C200,1.5L Turbo,AMG Line,110.2,14.51,1.79,10.34,121.80000000000001,101.39999999999999,79.80000000000001,6183,78.5,20.5,360.6,83.5
VIN00256,8,Mercedes,C200,1.5L Turbo,AMG Line,89.8,13.82,2.48,11.56,120.5,91.0,97.2,2189,74.39999999999999,12.000000000000002,420.6,87.7
VIN00256,9,Mercedes,C200,1.5L Turbo,AMG Line,116.8,14.98,3.14,11.76,123.2,101.8,90.4,2000,91.8,25.6,410.0,101.10000000000001
VIN00256,10,Mercedes,C200,1.5L Turbo,AMG Line,117.39999999999999,15.04,2.77,10.12,117.10000000000001,105.39999999999999,89.7,6460,88.5,29.6,345.0,85.2
VIN00257,0,Toyota,Corolla,1.8L,XLE,108.1,12.64,0.26,14.97,73.3,99.5,89.7,2945,81.8,37.5,115.6,80.9
VIN00257,1,Toyota,Corolla,1.8L,XLE,104.8,11.88,0.47,15.450000000000001,83.2,105.3,87.0,3773,74.89999999999999,29.7,204.6,87.4
VIN00257,2,Toyota,Corolla,1.8L,XLE,121.6,12.55,0.21000000000000002,13.66,73.2,98.3,98.5,6974,68.0,29.2,182.2,76.0
VIN00257,3,Toyota,Corolla,1.8L,XLE,117.8,13.23,0.1,15.64,71.89999999999999,93.2,75.3,3653,89.3,29.7,67.39999999999999,74.5
VIN00257,4,Toyota,Corolla,1.8L,XLE,97.5,12.020000000000001,0.6000000000000001,14.99,72.0,105.2,84.4,1387,69.5,33.8,138.79999999999998,71.10000000000001
VIN00257,5,Toyota,Corolla,1.8L,XLE,117.3,12.55,-0.12,14.110000000000001,67.8,105.1,83.2,4605,81.89999999999999,29.1,93.1,84.5
VIN00257,6,Toyota,Corolla,1.8L,XLE,109.89999999999999,13.020000000000001,0.87,16.14,69.6,91.4,84.10000000000001,3101,86.3,37.9,130.7,77.2
VIN00257,7,Toyota,Corolla,1.8L,XLE,104.19999999999999,12.5,0.24000000000000002,13.010000000000002,74.2,101.4,79.4,985,83.7,33.2,196.39999999999998,88.80000000000001
VIN00257,8,Toyota,Corolla,1.8L,XLE,96.0,11.98,-0.71,16.48,70.0,101.0,104.0,2583,73.6,39.3,55.49999999999999,86.80000000000001
VIN00257,9,Toyota,Corolla,1.8L,XLE,107.0,12.96,0.89,16.42,80.6,89.8,102.5,4798,75.3,44.0,178.8,86.80000000000001
VIN00257,10,Toyota,Corolla,1.8L,XLE,120.3,12.290000000000001,1.13,15.020000000000001,82.7,97.0,77.10000000000001,2078,72.89999999999999,27.6,108.39999999999999,75.5
VIN00258,0,Ford,Focus,1.5L,Titanium,108.3,13.96,0.75,19.5,105.5,76.5,70.8,6891,83.3,27.5,527.0,62.0
VIN00258,1,Ford,Focus,1.5L,Titanium,108.7,13.700000000000001,1.24,19.96,103.0,83.5,81.89999999999999,6825,79.1,22.3,499.1,57.2
VIN00258,2,Ford,Focus,1.5L,Titanium,101.3,13.360000000000001,1.3,20.79,99.1,78.3,74.89999999999999,2738,78.8,26.6,451.2,69.8
VIN00258,3,Ford,Focus,1.5L,Titanium,97.89999999999999,14.63,0.56,21.11,106.6,69.4,58.8,1303,81.3,31.0,477.3,60.5
VIN00258,4,Ford,Focus,1.5L,Titanium,97.6,13.49,1.23,19.31,99.8,85.1,56.9,3046,71.3,37.1,498.9,65.7
VIN00258,5,Ford,Focus,1.5L,Titanium,119.7,13.860000000000001,1.33,18.67,112.9,77.0,77.8,1918,75.8,25.9,547.8,62.7
VIN00258,6,Ford,Focus,1.5L,Titanium,99.8,14.31,-0.18000000000000005,20.74,100.2,73.1,84.0,4306,73.39999999999999,29.2,520.7,59.0
VIN00258,7,Ford,Focus,1.5L,Titanium,111.5,13.4,0.74,20.07,115.2,80.5,77.7,4187,82.6,29.9,589.7,63.9
VIN00258,8,Ford,Focus,1.5L,Titanium,93.39999999999999,14.15,-0.14,18.75,114.6,73.1,84.6,5175,84.7,22.5,522.9,61.9
VIN00258,9,Ford,Focus,1.5L,Titanium,103.1,14.010000000000002,0.18000000000000005,19.53,104.5,80.7,66.6,6381,90.0,25.0,437.6,71.6
VIN00258,10,Ford,Focus,1.5L,Titanium,106.39999999999999,13.840000000000002,0.83,18.86,113.3,79.2,68.89999999999999,4469,97.0,25.9,600.0,56.2
VIN00259,0,Volkswagen,Jetta,1.4L TSI,SEL,91.1,14.18,2.9,14.15,116.1,108.4,21.0,6609,82.2,52.4,359.7,51.3
VIN00259,1,Volkswagen,Jetta,1.4L TSI,SEL,94.89999999999999,13.94,2.4899999999999998,14.41,109.3,111.5,35.9,2473,68.9,61.7,447.79999999999995,43.4
VIN00259,2,Volkswagen,Jetta,1.4L TSI,SEL,95.0,13.73,2.6999999999999997,13.77,107.0,113.30000000000001,17.4,1522,87.9,55.8,438.9,53.5
VIN00259,3,Volkswagen,Jetta,1.4L TSI,SEL,101.89999999999999,13.49,3.69,12.31,110.0,104.7,29.0,2002,90.7,43.099999999999994,298.2,53.099999999999994
VIN00259,4,Volkswagen,Jetta,1.4L TSI,SEL,90.0,14.799999999999999,3.7199999999999998,12.72,115.69999999999999,117.9,22.2,1472,72.3,51.3,348.0,47.9
VIN00259,5,Volkswagen,Jetta,1.4L TSI,SEL,91.19999999999999,14.719999999999999,3.4299999999999997,15.030000000000001,116.8,116.2,24.8,5713,72.2,57.0,326.7,44.0
VIN00259,6,Volkswagen,Jetta,1.4L TSI,SEL,77.6,14.95,2.33,13.870000000000001,111.3,110.80000000000001,29.9,6498,84.4,61.8,329.9,52.099999999999994
VIN00259,7,Volkswagen,Jetta,1.4L TSI,SEL,95.3,13.67,3.8899999999999997,14.49,112.1,115.9,6.699999999999999,5242,68.60000000000001,51.3,384.09999999999997,57.099999999999994
VIN00259,8,Volkswagen,Jetta,1.4L TSI,SEL,95.8,14.25,3.35,15.68,107.39999999999999,113.9,26.9,5917,85.10000000000001,49.5,375.7,60.099999999999994
VIN00259,9,Volkswagen,Jetta,1.4L TSI,SEL,87.6,14.59,2.6799999999999997,15.74,117.89999999999999,104.10000000000001,34.8,3003,95.10000000000001,45.9,296.2,41.5
VIN00259,10,Volkswagen,Jetta,1.4L TSI,SEL,89.69999999999999,13.959999999999999,2.9,14.22,118.5,109.9,23.5,5856,93.9,56.8,292.7,57.0
VIN00260,0,Toyota,Corolla,1.8L,XLE,91.0,14.14,4.27,14.68,77.4,95.1,33.4,4381,10.9,21.4,494.1,65.3
VIN00260,1,Toyota,Corolla,1.8L,XLE,104.9,13.860000000000001,5.06,16.21,79.9,88.6,29.099999999999998,1393,15.100000000000001,22.7,562.9,59.099999999999994
VIN00260,2,Toyota,Corolla,1.8L,XLE,89.4,14.9,3.3999999999999995,14.82,86.9,97.89999999999999,38.699999999999996,4737,0.7000000000000011,23.7,397.8,74.0
VIN00260,3,Toyota,Corolla,1.8L,XLE,90.0,14.65,4.289999999999999,13.69,77.2,86.1,37.1,2996,1.200000000000001,17.7,412.1,72.2
VIN00260,4,Toyota,Corolla,1.8L,XLE,104.4,13.600000000000001,4.56,16.19,74.10000000000001,98.5,43.7,3331,21.3,30.099999999999998,543.5,56.8
VIN00260,5,Toyota,Corolla,1.8L,XLE,88.8,13.96,4.39,14.129999999999999,80.60000000000001,94.0,44.0,969,24.5,14.399999999999999,414.70000000000005,64.89999999999999
VIN00260,6,Toyota,Corolla,1.8L,XLE,90.9,13.57,4.739999999999999,13.559999999999999,68.5,87.89999999999999,38.699999999999996,5677,4.2,29.099999999999998,499.40000000000003,66.3
VIN00260,7,Toyota,Corolla,1.8L,XLE,84.0,13.38,4.21,12.83,85.30000000000001,102.0,19.5,3117,1.0,28.9,580.5,57.3
VIN00260,8,Toyota,Corolla,1.8L,XLE,78.8,13.690000000000001,5.05,15.08,78.7,88.89999999999999,20.0,2180,17.6,21.0,477.1,68.8
VIN00260,9,Toyota,Corolla,1.8L,XLE,77.0,13.71,3.3199999999999994,14.15,86.10000000000001,103.0,44.3,4111,16.6,16.099999999999998,554.9,66.5
VIN00260,10,Toyota,Corolla,1.8L,XLE,103.7,14.24,4.109999999999999,13.11,81.0,91.6,24.0,2531,6.5,26.4,463.90000000000003,73.2
VIN00261,0,Nissan,Altima,2.5L,Platinum,102.5,12.52,0.75,17.52,103.1,111.5,58.3,1625,74.2,40.6,247.2,52.9
VIN00261,1,Nissan,Altima,2.5L,Platinum,101.5,11.799999999999999,-0.09999999999999998,19.22,105.5,105.6,60.9,5432,84.7,46.1,231.2,50.0
VIN00261,2,Nissan,Altima,2.5L,Platinum,92.3,13.29,0.81,17.57,107.5,114.2,69.0,2130,87.3,31.200000000000003,268.9,61.099999999999994
VIN00261,3,Nissan,Altima,2.5L,Platinum,110.6,12.23,0.10999999999999999,16.58,106.39999999999999,104.2,67.7,5744,88.3,37.1,223.1,57.699999999999996
VIN00261,4,Nissan,Altima,2.5L,Platinum,97.8,13.29,0.010000000000000009,16.169999999999998,93.5,117.3,51.5,5351,70.60000000000001,48.0,220.39999999999998,45.4
VIN00261,5,Nissan,Altima,2.5L,Platinum,106.6,12.53,1.4100000000000001,19.4,112.69999999999999,111.3,50.4,6092,82.10000000000001,30.900000000000002,337.1,62.2
VIN00261,6,Nissan,Altima,2.5L,Platinum,93.8,12.889999999999999,0.84,16.62,111.89999999999999,111.6,58.3,917,61.2,35.800000000000004,321.5,44.0
VIN00261,7,Nissan,Altima,2.5L,Platinum,111.7,12.01,1.45,18.38,110.5,116.2,66.5,4367,86.5,35.7,252.2,53.0
VIN00261,8,Nissan,Altima,2.5L,Platinum,102.7,11.95,1.31,19.16,99.1,104.2,59.9,4666,81.3,36.0,181.1,55.699999999999996
VIN00261,9,Nissan,Altima,2.5L,Platinum,102.8,13.17,1.72,18.07,112.1,106.1,53.199999999999996,3477,60.1,49.7,239.6,50.9
VIN00261,10,Nissan,Altima,2.5L,Platinum,102.9,12.54,1.02,18.08,101.19999999999999,107.0,67.39999999999999,4976,81.60000000000001,47.800000000000004,283.4,47.6
VIN00262,0,Toyota,Corolla,1.8L,XLE,93.9,14.44,3.59,19.94,108.9,104.2,54.9,6798,76.4,18.7,254.9,56.4
VIN00262,1,Toyota,Corolla,1.8L,XLE,92.10000000000001,14.52,2.96,20.75,117.2,97.10000000000001,44.4,5996,91.10000000000001,18.4,347.3,54.1
VIN00262,2,Toyota,Corolla,1.8L,XLE,93.80000000000001,14.69,4.04,21.18,114.60000000000001,97.5,66.3,6085,64.30000000000001,26.2,274.1,60.199999999999996
VIN00262,3,Toyota,Corolla,1.8L,XLE,81.5,14.43,3.9499999999999997,18.25,115.0,106.0,56.199999999999996,2979,83.30000000000001,26.5,229.0,52.5
VIN00262,4,Toyota,Corolla,1.8L,XLE,79.9,14.43,2.5999999999999996,18.740000000000002,103.5,111.0,54.699999999999996,5434,88.4,13.1,320.2,56.199999999999996
VIN00262,5,Toyota,Corolla,1.8L,XLE,96.0,15.01,4.31,18.8,107.30000000000001,98.7,52.9,2273,66.10000000000001,14.1,300.5,56.5
VIN00262,6,Toyota,Corolla,1.8L,XLE,80.4,14.82,3.8499999999999996,21.1,109.9,106.2,68.0,805,89.9,20.4,306.2,55.6
VIN00262,7,Toyota,Corolla,1.8L,XLE,92.2,14.469999999999999,3.88,20.21,103.9,112.5,53.3,2545,69.0,8.799999999999999,179.60000000000002,51.699999999999996
VIN00262,8,Toyota,Corolla,1.8L,XLE,102.7,14.729999999999999,4.359999999999999,20.8,112.2,112.8,47.0,6907,68.60000000000001,16.0,181.4,56.9
VIN00262,9,Toyota,Corolla,1.8L,XLE,80.10000000000001,13.7,3.98,18.09,110.9,105.7,50.0,4621,88.9,13.399999999999999,208.7,62.8
VIN00262,10,Toyota,Corolla,1.8L,XLE,97.7,14.5,4.51,18.200000000000003,115.30000000000001,101.5,50.4,4916,66.2,9.2,342.4,55.6
VIN00263,0,Hyundai,Elantra,2.0L,Limited,100.4,14.31,3.11,12.77,98.2,111.8,89.4,1782,43.8,55.3,471.9,76.1
VIN00263,1,Hyundai,Elantra,2.0L,Limited,98.10000000000001,14.47,2.51,11.7,102.7,102.39999999999999,85.5,6586,30.999999999999996,63.4,522.1,79.1
VIN00263,2,Hyundai,Elantra,2.0L,Limited,98.60000000000001,14.110000000000001,3.52,11.309999999999999,107.4,109.2,88.4,6607,54.9,61.199999999999996,556.0,85.1
VIN00263,3,Hyundai,Elantra,2.0L,Limited,96.4,13.57,3.8899999999999997,11.02,92.60000000000001,108.7,81.80000000000001,1780,35.099999999999994,60.4,516.3,83.3
VIN00263,4,Hyundai,Elantra,2.0L,Limited,111.30000000000001,13.55,2.38,13.5,103.2,119.7,101.7,5244,41.199999999999996,48.3,401.2,78.1
VIN00263,5,Hyundai,Elantra,2.0L,Limited,110.5,13.71,3.9299999999999997,13.299999999999999,103.10000000000001,106.0,84.7,1163,32.199999999999996,45.3,491.5,78.89999999999999
VIN00263,6,Hyundai,Elantra,2.0L,Limited,99.2,13.98,3.88,11.85,107.7,118.5,93.5,969,35.0,58.5,455.09999999999997,69.3
VIN00263,7,Hyundai,Elantra,2.0L,Limited,102.0,13.950000000000001,3.9899999999999998,11.35,99.4,104.8,94.7,5471,47.9,50.5,421.4,73.3
VIN00263,8,Hyundai,Elantra,2.0L,Limited,107.2,13.690000000000001,3.6999999999999997,13.16,94.3,102.3,78.5,1680,28.999999999999996,57.099999999999994,458.0,71.69999999999999
VIN00263,9,Hyundai,Elantra,2.0L,Limited,108.4,15.07,2.44,12.34,104.7,114.7,90.4,5978,32.599999999999994,48.4,400.9,76.6
VIN00263,10,Hyundai,Elantra,2.0L,Limited,113.7,13.71,3.91,14.66,93.3,106.1,101.30000000000001,1429,53.8,53.8,442.29999999999995,70.89999999999999
VIN00264,0,BMW,320i,2.0L Turbo,Luxury,100.4,13.23,2.88,17.44,75.4,77.4,23.9,5518,65.7,36.5,378.1,43.0
VIN00264,1,BMW,320i,2.0L Turbo,Luxury,90.5,13.4,3.4699999999999998,17.42,74.5,79.60000000000001,12.7,5646,67.3,28.6,439.3,47.2
VIN00264,2,BMW,320i,2.0L Turbo,Luxury,106.7,13.08,2.7399999999999998,19.34,83.60000000000001,78.0,12.899999999999999,2435,68.60000000000001,28.5,322.8,37.9
VIN00264,3,BMW,320i,2.0L Turbo,Luxury,103.5,13.66,3.86,18.01,75.10000000000001,71.5,31.799999999999997,1653,54.800000000000004,31.3,329.90000000000003,43.2
VIN00264,4,BMW,320i,2.0L Turbo,Luxury,103.4,12.63,2.7399999999999998,16.1,77.7,77.2,26.4,1518,64.0,33.4,332.1,52.0
VIN00264,5,BMW,320i,2.0L Turbo,Luxury,101.10000000000001,12.88,2.4499999999999997,16.75,72.2,76.5,30.099999999999998,5466,66.4,34.1,306.8,41.2
VIN00264,6,BMW,320i,2.0L Turbo,Luxury,99.60000000000001,13.42,3.08,19.34,78.30000000000001,83.0,38.4,3857,76.7,29.4,367.20000000000005,48.2
VIN00264,7,BMW,320i,2.0L Turbo,Luxury,111.9,13.21,2.07,16.39,84.0,82.30000000000001,10.799999999999999,5929,51.800000000000004,30.2,450.8,36.2
VIN00264,8,BMW,320i,2.0L Turbo,Luxury,111.2,13.940000000000001,3.33,16.130000000000003,77.7,74.30000000000001,21.7,6814,79.5,44.1,377.6,35.4
VIN00264,9,BMW,320i,2.0L Turbo,Luxury,114.9,13.49,3.4899999999999998,17.71,82.2,75.60000000000001,9.599999999999998,6535,54.7,27.5,447.8,49.5
VIN00264,10,BMW,320i,2.0L Turbo,Luxury,106.60000000000001,13.77,2.2199999999999998,18.540000000000003,79.4,78.5,28.099999999999998,1840,52.7,35.7,278.5,38.9
VIN00265,0,Mazda,Mazda3,2.5L,Grand Touring,101.6,13.0,1.44,7.73,77.1,88.5,36.3,2980,70.3,39.9,337.5,53.6
VIN00265,1,Mazda,Mazda3,2.5L,Grand Touring,108.6,12.38,1.22,9.100000000000001,83.8,82.9,50.3,1297,57.699999999999996,35.8,432.5,62.0
VIN00265,2,Mazda,Mazda3,2.5L,Grand Touring,97.3,12.56,0.49,8.530000000000001,74.5,95.2,26.599999999999998,6662,74.5,46.4,266.5,46.9
VIN00265,3,Mazda,Mazda3,2.5L,Grand Touring,104.89999999999999,13.08,2.0,8.24,73.8,90.4,29.9,870,78.2,44.4,342.8,44.900000000000006
VIN00265,4,Mazda,Mazda3,2.5L,Grand Touring,100.89999999999999,13.27,0.48,7.29,70.69999999999999,86.6,27.4,6176,64.5,46.0,402.7,49.9
VIN00265,5,Mazda,Mazda3,2.5L,Grand Touring,112.0,13.76,1.56,8.3,78.39999999999999,97.6,27.599999999999998,3113,62.3,46.699999999999996,405.0,54.800000000000004
VIN00265,6,Mazda,Mazda3,2.5L,Grand Touring,89.3,13.54,0.6399999999999999,9.47,69.8,81.1,22.999999999999996,1266,82.3,30.9,292.5,62.0
VIN00265,7,Mazda,Mazda3,2.5L,Grand Touring,109.1,13.38,1.29,5.92,81.69999999999999,96.6,35.9,2472,77.7,40.4,285.5,63.400000000000006
VIN00265,8,Mazda,Mazda3,2.5L,Grand Touring,108.39999999999999,12.5,1.41,7.220000000000001,73.39999999999999,86.3,25.599999999999998,3509,63.0,34.199999999999996,248.1,44.7
VIN00265,9,Mazda,Mazda3,2.5L,Grand Touring,114.6,13.7,1.53,7.340000000000001,68.8,95.3,47.599999999999994,1737,57.5,43.8,402.9,59.2
VIN00265,10,Mazda,Mazda3,2.5L,Grand Touring,113.89999999999999,12.27,1.0499999999999998,6.83,81.89999999999999,88.8,41.4,1201,71.1,36.8,331.6,47.300000000000004
VIN00266,0,BMW,320i,2.0L Turbo,Luxury,106.6,14.01,2.67,6.13,76.1,89.9,58.5,4635,87.9,46.9,477.6,54.2
VIN00266,1,BMW,320i,2.0L Turbo,Luxury,108.69999999999999,14.719999999999999,3.25,7.1,75.69999999999999,95.7,56.3,2718,101.7,37.0,539.8000000000001,46.800000000000004
VIN00266,2,BMW,320i,2.0L Turbo,Luxury,119.19999999999999,13.3,3.67,4.88,68.19999999999999,97.2,63.3,3563,82.0,41.4,486.0,50.300000000000004
VIN00266,3,BMW,320i,2.0L Turbo,Luxury,96.8,13.53,3.59,4.89,77.8,94.80000000000001,70.2,2670,100.5,56.2,569.5,49.800000000000004
VIN00266,4,BMW,320i,2.0L Turbo,Luxury,98.6,14.55,3.12,7.5,69.8,82.9,57.0,6777,90.4,50.8,546.1,60.7
VIN00266,5,BMW,320i,2.0L Turbo,Luxury,115.39999999999999,14.18,3.28,5.609999999999999,70.8,83.30000000000001,47.1,4659,100.5,39.3,481.70000000000005,53.900000000000006
VIN00266,6,BMW,320i,2.0L Turbo,Luxury,119.19999999999999,13.91,2.38,7.83,76.8,93.80000000000001,59.9,4927,73.9,46.199999999999996,399.5,46.800000000000004
VIN00266,7,BMW,320i,2.0L Turbo,Luxury,112.8,14.14,1.75,5.04,84.0,80.0,49.1,5231,87.10000000000001,51.4,439.1,55.5
VIN00266,8,BMW,320i,2.0L Turbo,Luxury,107.69999999999999,14.67,3.31,7.89,78.5,82.9,46.7,2202,76.60000000000001,39.8,429.0,44.7
VIN00266,9,BMW,320i,2.0L Turbo,Luxury,115.8,14.209999999999999,3.08,5.21,77.5,81.80000000000001,70.2,5235,76.9,45.1,513.9,58.300000000000004
VIN00266,10,BMW,320i,2.0L Turbo,Luxury,121.5,14.32,2.91,5.06,66.39999999999999,80.4,66.2,4220,84.80000000000001,37.8,453.0,47.300000000000004
VIN00267,0,Volkswagen,Jetta,1.4L TSI,SEL,98.0,12.49,2.55,7.02,93.1,92.1,27.0,4431,54.1,51.9,558.6,39.5
VIN00267,1,Volkswagen,Jetta,1.4L TSI,SEL,105.1,13.19,3.46,7.909999999999999,85.5,87.8,27.1,6379,67.9,61.2,522.8000000000001,36.0
VIN00267,2,Volkswagen,Jetta,1.4L TSI,SEL,102.2,12.93,2.3099999999999996,6.93,89.89999999999999,88.3,33.7,1439,66.2,51.1,627.1,44.5
VIN00267,3,Volkswagen,Jetta,1.4L TSI,SEL,112.7,13.040000000000001,2.63,7.3,90.19999999999999,85.89999999999999,41.6,2766,43.8,50.6,599.2,40.8
VIN00267,4,Volkswagen,Jetta,1.4L TSI,SEL,91.3,12.15,2.1199999999999997,7.35,87.89999999999999,86.0,30.9,4954,68.9,58.5,463.70000000000005,30.4
VIN00267,5,Volkswagen,Jetta,1.4L TSI,SEL,99.0,12.33,2.4499999999999997,5.459999999999999,86.89999999999999,91.0,29.3,4190,65.8,47.1,579.8000000000001,40.1
VIN00267,6,Volkswagen,Jetta,1.4L TSI,SEL,102.4,11.74,2.4,7.1899999999999995,88.3,89.89999999999999,24.4,1093,51.6,58.6,621.1,48.5
VIN00267,7,Volkswagen,Jetta,1.4L TSI,SEL,111.7,12.02,2.4899999999999998,6.05,101.69999999999999,94.6,39.7,4522,49.6,57.699999999999996,467.40000000000003,42.5
VIN00267,8,Volkswagen,Jetta,1.4L TSI,SEL,85.7,11.72,1.8699999999999997,6.96,96.6,87.89999999999999,18.1,1837,62.6,44.3,516.5,30.7
VIN00267,9,Volkswagen,Jetta,1.4L TSI,SEL,102.7,12.77,1.71,8.85,87.89999999999999,85.5,24.4,6102,62.8,45.699999999999996,518.8000000000001,36.9
VIN00267,10,Volkswagen,Jetta,1.4L TSI,SEL,97.5,11.870000000000001,1.8099999999999998,8.12,100.19999999999999,99.69999999999999,15.1,1764,50.1,53.1,615.4,35.4
VIN00268,0,Toyota,Corolla,1.8L,XLE,96.0,14.25,0.83,13.49,102.9,105.5,36.4,5095,25.5,27.5,583.5,81.5
VIN00268,1,Toyota,Corolla,1.8L,XLE,96.0,14.44,-0.14,13.41,112.80000000000001,96.5,37.1,6268,33.9,30.7,623.9,79.3
VIN00268,2,Toyota,Corolla,1.8L,XLE,103.1,14.29,1.58,14.09,109.30000000000001,112.8,23.4,3301,28.2,22.6,663.4,85.0
VIN00268,3,Toyota,Corolla,1.8L,XLE,94.9,14.21,0.94,13.71,98.30000000000001,95.6,34.0,6952,23.3,26.6,614.0,74.2
VIN00268,4,Toyota,Corolla,1.8L,XLE,102.7,14.4,1.15,15.08,106.2,112.7,50.7,6886,23.9,27.4,509.0,79.5
VIN00268,5,Toyota,Corolla,1.8L,XLE,84.8,13.8,0.9199999999999999,13.83,102.2,96.8,45.599999999999994,3332,18.9,29.7,490.3,75.5
VIN00268,6,Toyota,Corolla,1.8L,XLE,109.5,14.13,1.7799999999999998,15.21,102.80000000000001,105.3,28.5,3470,27.3,21.4,641.7,80.3
VIN00268,7,Toyota,Corolla,1.8L,XLE,107.5,13.95,0.15999999999999992,12.64,108.9,102.7,31.799999999999997,1955,31.5,37.2,561.9,86.3
VIN00268,8,Toyota,Corolla,1.8L,XLE,90.2,13.58,-0.050000000000000044,13.11,105.0,101.2,40.699999999999996,6762,26.8,37.1,624.1,79.7
VIN00268,9,Toyota,Corolla,1.8L,XLE,102.1,14.31,0.97,13.620000000000001,93.0,103.2,36.5,6172,18.1,36.9,662.5,77.1
VIN00268,10,Toyota,Corolla,1.8L,XLE,87.9,14.23,0.98,15.13,93.7,114.6,41.5,4711,26.0,27.4,522.6,84.0
VIN00269,0,BMW,320i,2.0L Turbo,Luxury,106.3,13.12,2.7,9.54,86.7,77.6,71.4,5857,35.0,36.2,365.5,68.1
VIN00269,1,BMW,320i,2.0L Turbo,Luxury,94.6,13.219999999999999,2.1,10.6,85.2,78.69999999999999,56.50000000000001,2826,41.7,37.400000000000006,463.2,65.1
VIN00269,2,BMW,320i,2.0L Turbo,Luxury,92.3,13.12,3.5,11.229999999999999,83.3,68.8,74.4,4856,48.0,32.300000000000004,306.3,66.5
VIN00269,3,BMW,320i,2.0L Turbo,Luxury,110.5,12.379999999999999,2.6300000000000003,8.25,87.9,72.39999999999999,67.0,1393,29.4,32.6,395.9,66.5
VIN00269,4,BMW,320i,2.0L Turbo,Luxury,120.3,13.03,2.3400000000000003,9.51,94.0,79.89999999999999,83.2,849,22.2,28.700000000000003,415.3,59.199999999999996
VIN00269,5,BMW,320i,2.0L Turbo,Luxury,91.89999999999999,13.51,3.3800000000000003,9.549999999999999,87.5,78.8,84.0,2444,33.2,34.2,396.7,70.6
VIN00269,6,BMW,320i,2.0L Turbo,Luxury,117.39999999999999,12.389999999999999,3.42,8.16,95.2,83.89999999999999,79.80000000000001,1079,45.4,45.300000000000004,295.0,64.6
VIN00269,7,BMW,320i,2.0L Turbo,Luxury,93.89999999999999,13.79,1.9900000000000002,10.44,84.5,68.89999999999999,70.5,1611,42.3,26.300000000000004,354.8,70.1
VIN00269,8,BMW,320i,2.0L Turbo,Luxury,105.6,13.42,3.46,11.059999999999999,91.60000000000001,83.19999999999999,66.4,4345,38.4,34.400000000000006,421.8,71.1
VIN00269,9,BMW,320i,2.0L Turbo,Luxury,93.6,12.76,3.0900000000000003,9.399999999999999,84.10000000000001,81.19999999999999,84.7,806,40.1,40.6,299.9,72.89999999999999
VIN00269,10,BMW,320i,2.0L Turbo,Luxury,97.2,13.829999999999998,2.99,10.159999999999998,79.9,81.3,80.0,5157,23.9,34.6,318.9,61.3
VIN00270,0,BMW,320i,2.0L Turbo,Luxury,91.0,13.37,1.41,9.15,90.2,82.4,63.5,3273,35.8,56.7,359.1,82.3
VIN00270,1,BMW,320i,2.0L Turbo,Luxury,97.3,13.549999999999999,2.11,11.07,90.3,87.2,75.2,5150,47.199999999999996,53.400000000000006,271.8,78.1
VIN00270,2,BMW,320i,2.0L Turbo,Luxury,100.1,13.45,2.2,9.42,88.8,88.2,72.2,5836,47.199999999999996,64.3,261.40000000000003,88.39999999999999
VIN00270,3,BMW,320i,2.0L Turbo,Luxury,103.5,13.469999999999999,1.3299999999999998,9.75,86.3,76.80000000000001,56.4,5326,24.599999999999998,47.6,457.20000000000005,83.3
VIN00270,4,BMW,320i,2.0L Turbo,Luxury,88.6,12.79,1.0699999999999998,10.66,96.60000000000001,78.0,58.5,6965,26.599999999999998,52.7,263.0,87.5
VIN00270,5,BMW,320i,2.0L Turbo,Luxury,105.1,12.639999999999999,2.21,10.76,95.4,80.2,58.5,3176,34.5,49.900000000000006,449.6,86.7
